Timestamp,Type,Confidence,Details
2026-02-03 19:58:33,SideChannelLeak,-0.0628,Abnormal signal pattern detected
2026-02-03 19:58:33,SideChannelLeak,-0.0677,Abnormal signal pattern detected
2026-02-03 19:58:34,SideChannelLeak,-0.0748,Abnormal signal pattern detected
2026-02-03 19:58:35,SideChannelLeak,-0.0841,Abnormal signal pattern detected
2026-02-03 19:58:36,SideChannelLeak,-0.0901,Abnormal signal pattern detected
2026-02-03 19:58:37,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:58:38,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:58:38,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:58:39,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:58:40,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:58:41,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:58:42,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:58:43,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:58:43,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:58:44,SideChannelLeak,-0.0801,Abnormal signal pattern detected
2026-02-03 19:58:45,SideChannelLeak,-0.0795,Abnormal signal pattern detected
2026-02-03 19:58:46,SideChannelLeak,-0.0553,Abnormal signal pattern detected
2026-02-03 19:58:47,SideChannelLeak,-0.0576,Abnormal signal pattern detected
2026-02-03 19:58:48,SideChannelLeak,-0.0485,Abnormal signal pattern detected
2026-02-03 19:58:49,SideChannelLeak,-0.0434,Abnormal signal pattern detected
2026-02-03 19:58:49,SideChannelLeak,-0.0542,Abnormal signal pattern detected
2026-02-03 19:58:50,SideChannelLeak,-0.0657,Abnormal signal pattern detected
2026-02-03 19:58:51,SideChannelLeak,-0.0726,Abnormal signal pattern detected
2026-02-03 19:58:52,SideChannelLeak,-0.0701,Abnormal signal pattern detected
2026-02-03 19:58:53,SideChannelLeak,-0.0752,Abnormal signal pattern detected
2026-02-03 19:58:54,SideChannelLeak,-0.0801,Abnormal signal pattern detected
2026-02-03 19:58:55,SideChannelLeak,-0.0781,Abnormal signal pattern detected
2026-02-03 19:58:55,SideChannelLeak,-0.0832,Abnormal signal pattern detected
2026-02-03 19:58:56,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:58:57,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:58:58,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:58:59,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:00,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:00,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:01,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:02,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:03,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:04,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:04,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:05,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:06,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:07,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:07,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:08,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:09,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:10,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:10,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:11,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:12,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:12,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:13,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:14,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:15,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:15,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:16,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:17,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:17,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:18,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:19,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:19,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:20,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:21,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:22,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:22,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:23,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:24,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:24,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:25,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:26,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:27,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:27,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:28,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:29,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:29,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:30,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:31,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:32,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:32,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:33,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:34,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:34,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:35,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:36,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:37,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:37,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:38,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:39,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:39,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:40,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:41,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:41,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:42,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:43,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:43,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:44,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:45,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:46,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:46,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:47,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:48,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:48,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:49,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:50,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:51,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:51,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:52,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:53,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:54,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:54,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:55,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:56,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:56,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:57,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:58,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:58,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 19:59:59,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:00,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:01,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:01,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:02,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:03,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:03,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:04,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:05,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:06,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:06,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:07,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:08,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:09,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:09,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:10,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:11,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:11,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:12,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:13,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:14,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:14,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:15,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:16,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:17,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:17,SideChannelLeak,-0.0832,Abnormal signal pattern detected
2026-02-03 20:00:18,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:19,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:19,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:20,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:21,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:22,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:22,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:23,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:24,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:25,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:25,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:26,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:27,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:28,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:29,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:29,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:30,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:31,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:31,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:32,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:33,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:34,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:34,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:35,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:36,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:36,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:37,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:38,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:39,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:39,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:40,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:41,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:42,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:42,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:43,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:44,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:44,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:45,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:46,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:46,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:47,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:48,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:48,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:49,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:50,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:50,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:51,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:52,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:52,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:53,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:54,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:54,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:55,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:56,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:57,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:58,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:58,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:00:59,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:01:00,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:01:01,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:01:02,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:01:02,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:01:03,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:01:04,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:01:05,SideChannelLeak,-0.0864,Abnormal signal pattern detected
2026-02-03 20:01:06,SideChannelLeak,-0.0178,Abnormal signal pattern detected
2026-02-03 20:01:06,SideChannelLeak,-0.0196,Abnormal signal pattern detected
2026-02-06 09:35:40,SideChannelLeak,-0.3007,Abnormal signal pattern detected
2026-02-06 09:35:41,SideChannelLeak,-0.3015,Abnormal signal pattern detected
2026-02-06 09:35:42,SideChannelLeak,-0.3015,Abnormal signal pattern detected
2026-02-06 09:35:42,SideChannelLeak,-0.3015,Abnormal signal pattern detected
2026-02-06 09:35:43,SideChannelLeak,-0.3015,Abnormal signal pattern detected
2026-02-06 09:35:44,SideChannelLeak,-0.3015,Abnormal signal pattern detected
2026-02-06 09:35:45,SideChannelLeak,-0.3015,Abnormal signal pattern detected
2026-02-06 09:35:45,SideChannelLeak,-0.3015,Abnormal signal pattern detected
2026-02-06 09:35:46,SideChannelLeak,-0.2079,Abnormal signal pattern detected
2026-02-06 09:35:47,SideChannelLeak,-0.2065,Abnormal signal pattern detected
2026-02-06 09:35:48,SideChannelLeak,-0.2065,Abnormal signal pattern detected
2026-02-06 09:35:48,SideChannelLeak,-0.2065,Abnormal signal pattern detected
2026-02-06 09:35:49,SideChannelLeak,-0.2140,Abnormal signal pattern detected
2026-02-06 09:35:50,SideChannelLeak,-0.2140,Abnormal signal pattern detected
2026-02-06 09:35:51,SideChannelLeak,-0.2072,Abnormal signal pattern detected
2026-02-06 09:35:51,SideChannelLeak,-0.2140,Abnormal signal pattern detected
2026-02-06 09:35:52,SideChannelLeak,-0.1959,Abnormal signal pattern detected
2026-02-06 09:35:53,SideChannelLeak,-0.2055,Abnormal signal pattern detected
2026-02-06 09:35:54,SideChannelLeak,-0.2055,Abnormal signal pattern detected
2026-02-06 09:35:54,SideChannelLeak,-0.2125,Abnormal signal pattern detected
2026-02-06 09:35:55,SideChannelLeak,-0.2504,Abnormal signal pattern detected
2026-02-06 09:35:56,SideChannelLeak,-0.2446,Abnormal signal pattern detected
2026-02-06 09:35:57,SideChannelLeak,-0.2796,Abnormal signal pattern detected
2026-02-06 09:35:58,SideChannelLeak,-0.2668,Abnormal signal pattern detected
2026-02-06 09:35:59,SideChannelLeak,-0.2668,Abnormal signal pattern detected
2026-02-06 09:35:59,SideChannelLeak,-0.2579,Abnormal signal pattern detected
2026-02-06 09:36:00,SideChannelLeak,-0.2579,Abnormal signal pattern detected
2026-02-06 09:36:01,SideChannelLeak,-0.2579,Abnormal signal pattern detected
2026-02-06 09:36:02,SideChannelLeak,-0.2579,Abnormal signal pattern detected
2026-02-06 09:36:02,SideChannelLeak,-0.2594,Abnormal signal pattern detected
2026-02-06 09:36:03,SideChannelLeak,-0.2668,Abnormal signal pattern detected
2026-02-06 09:36:04,SideChannelLeak,-0.2668,Abnormal signal pattern detected
2026-02-06 09:36:05,SideChannelLeak,-0.2579,Abnormal signal pattern detected
2026-02-06 09:36:05,SideChannelLeak,-0.2476,Abnormal signal pattern detected
2026-02-06 09:36:06,SideChannelLeak,-0.2295,Abnormal signal pattern detected
2026-02-06 09:36:07,SideChannelLeak,-0.2274,Abnormal signal pattern detected
2026-02-06 09:36:07,SideChannelLeak,-0.2403,Abnormal signal pattern detected
2026-02-06 09:36:08,SideChannelLeak,-0.2336,Abnormal signal pattern detected
2026-02-06 09:36:09,SideChannelLeak,-0.2288,Abnormal signal pattern detected
2026-02-06 09:36:10,SideChannelLeak,-0.2295,Abnormal signal pattern detected
2026-02-06 09:36:11,SideChannelLeak,-0.2288,Abnormal signal pattern detected
2026-02-06 09:36:11,SideChannelLeak,-0.2274,Abnormal signal pattern detected
2026-02-06 09:36:12,SideChannelLeak,-0.2288,Abnormal signal pattern detected
2026-02-06 09:36:13,SideChannelLeak,-0.2058,Abnormal signal pattern detected
2026-02-06 09:36:14,SideChannelLeak,-0.2058,Abnormal signal pattern detected
2026-02-06 09:36:15,SideChannelLeak,-0.2295,Abnormal signal pattern detected
2026-02-06 09:36:15,SideChannelLeak,-0.2425,Abnormal signal pattern detected
2026-02-06 09:36:16,SideChannelLeak,-0.2425,Abnormal signal pattern detected
2026-02-06 09:36:17,SideChannelLeak,-0.2447,Abnormal signal pattern detected
2026-02-06 09:36:18,SideChannelLeak,-0.2393,Abnormal signal pattern detected
2026-02-06 09:36:19,SideChannelLeak,-0.2403,Abnormal signal pattern detected
2026-02-06 09:36:20,SideChannelLeak,-0.2425,Abnormal signal pattern detected
2026-02-06 09:36:20,SideChannelLeak,-0.2417,Abnormal signal pattern detected
2026-02-06 09:36:21,SideChannelLeak,-0.2425,Abnormal signal pattern detected
2026-02-06 09:36:22,SideChannelLeak,-0.2295,Abnormal signal pattern detected
2026-02-06 09:36:23,SideChannelLeak,-0.2425,Abnormal signal pattern detected
2026-02-06 09:36:23,SideChannelLeak,-0.2447,Abnormal signal pattern detected
2026-02-06 09:36:24,SideChannelLeak,-0.2476,Abnormal signal pattern detected
2026-02-06 09:36:25,SideChannelLeak,-0.2541,Abnormal signal pattern detected
2026-02-06 09:36:26,SideChannelLeak,-0.2137,Abnormal signal pattern detected
2026-02-06 09:36:27,SideChannelLeak,-0.2309,Abnormal signal pattern detected
2026-02-06 09:36:27,SideChannelLeak,-0.2295,Abnormal signal pattern detected
2026-02-06 09:36:28,SideChannelLeak,-0.2177,Abnormal signal pattern detected
2026-02-06 09:36:29,SideChannelLeak,-0.2288,Abnormal signal pattern detected
2026-02-06 09:36:30,SideChannelLeak,-0.2295,Abnormal signal pattern detected
2026-02-06 09:36:31,SideChannelLeak,-0.2295,Abnormal signal pattern detected
2026-02-06 09:36:31,SideChannelLeak,-0.2199,Abnormal signal pattern detected
2026-02-06 09:36:32,SideChannelLeak,-0.2366,Abnormal signal pattern detected
2026-02-06 09:36:33,SideChannelLeak,-0.2511,Abnormal signal pattern detected
2026-02-06 09:36:34,SideChannelLeak,-0.2439,Abnormal signal pattern detected
2026-02-06 09:36:35,SideChannelLeak,-0.2563,Abnormal signal pattern detected
2026-02-06 09:36:36,SideChannelLeak,-0.2623,Abnormal signal pattern detected
2026-02-06 09:36:36,SideChannelLeak,-0.2623,Abnormal signal pattern detected
2026-02-06 09:36:37,SideChannelLeak,-0.2534,Abnormal signal pattern detected
2026-02-06 09:36:38,SideChannelLeak,-0.2600,Abnormal signal pattern detected
2026-02-06 09:36:39,SideChannelLeak,-0.2578,Abnormal signal pattern detected
2026-02-06 09:36:40,SideChannelLeak,-0.2511,Abnormal signal pattern detected
2026-02-06 09:36:40,SideChannelLeak,-0.2571,Abnormal signal pattern detected
2026-02-06 09:36:41,SideChannelLeak,-0.2534,Abnormal signal pattern detected
2026-02-06 09:36:42,SideChannelLeak,-0.2511,Abnormal signal pattern detected
